"|aThe action of iron and cyanides on the spontaneous oxidation of dialuric acid,|cby Edgar S. Hill |aHill, Edgar S"
"|aThe effects of 2-Ethoxyethanol on spermatogenesis in the rat /|cby Deborah J. Oudiz |aOudiz, Deborah J"
"|aWorker notification pilot study:|bepidemiologic considerations and development of a conceptual model /|cby Paul A. Schulte |aSchulte, Paul A"
"|aThe effects of divorce and single-parenting on the school adjustment of fourth and fifth grade students /|cby Teresa Ann Klass |aKlass, Teresa Ann"
"|aTrade creation and trade diversion in the Latin American free trade area /|cby Alfredo Tepperberg |aTepperberg, Alfredo S"
"|aThe unique MCF retoviruses isolated from BALB/c plasmacytomas /|cby Dale R. Spriggs |aSpriggs, Dale R"
"|aProduction of anthropometric bone and tissue lead X-ray fluorescence phantoms using a polyurethane and calcium carbonate matrix /|cby Mark S. Jenkins |aJenkins, Mark S"
"|aAn empirical investigation of the relationship between certain auditor judgements and structure in the audit process /|cby Kent Michael Geary |aGeary, Kent Michael"
"|aEffects of an organizational intervention on competence in a small music ensemble|ba case study /|cby Nancy Zeller |aZeller, Nancy"
"|aCommercial bank capital adequacy :|ba theoretical model and empirical measurement /|cby Ravi Kamath |aKamath, Ravindra R"
"|aThe design and development of a new fiber optic sensor for absorbance /|cby David A. Landis |aLandis, David A"
"|aFather's presence, nurturance, and alternate responding as related to transgression in young Negro boys,|cby Norman Barry Lavinson |aLavinson, Norman Barry"
"|aThe estrogenic hormone in mental disease,|cby Esther Bogen Tietz |aTietz, Esther Bogen"
"|aThe effect of a constructivist mathematics methods course on the level of mathematics anxiety in preservice early childhood teachers /|cby Debora L. Couch-Kuchey |aCouch-Kuchey, Debora L"
"|aFusion of neural network and fuzzy expert system paradigms and application to time-critical problems /|cby Song Huang |aHuang, Song"
"|aChanging task demands in sustained attention :|beffects on performance and perceived workload /|cby Jonathan Peter Gluckman |aGluckman, Jonathan Peter"
"|aCorrelation between inhibitory effect on platelet aggregation and disposition of sulfinyrazone and its metabolites in rabbits /|cby Be-Sheng Kuo |aKuo, Be-Sheng"
"|aEnvironmental ethics and technology :|bbiconditionality of oppression of nature and people /|cby Ronald James Martin |aMartin, Ronald James"
"|aToxic effects upon rabbits of pentachlorphenol and sodium pentachlorphenate,|cby Robert A. Kehoe, Wm. Diechmann-Gruebler and Karl V. Kitzmiller |aKehoe, Robert A"
"|aA Study of general educational development (GED) graduates' perceptions of their academic ability for success in post-secondary education programs /|cby John Hardin Gillespie |aGillespie, John Hardin"
"|aStimulus homogeneity and the event rate function in sustained attention /|cby John Corbet Bowers |aBowers, John Corbet"
"|aDefining the belt voice :|bperceptual judgements and objective measures /|cby Wendy Lynn DeLeo LeBorgne |aLeBorgne, Wendy DeLeo"
"|aAn ecobehavioral consultation model for addressing needs of early childhood language minority students :|ba preliminary study /|cby Karin Nelson |aNelson, Karin"
"|aLocation of manufacturing industry in Zimbabwe :|ba geographical investigation /|cby Daniel S. Tevera |aTevera, Daniel S"
"|aReactions of propargylic alcohols and related compounds with phosphorus trihalides :|bproduct studies and mechanistic implications /|cby Eugene R. Kennedy |aKennedy, Eugene Robert"
"|aSynthesis of waste treatment systems /|cby Xinming Shao |aShao, Xinming"
"|aPolarity integration at age 30 and age 40 among women and men /|cby Darshana Varia Nadkarni |aNadkarni, Darshana Varia"
"|aA translation of Jouvancy's Method of learning and of teaching, with historical significance /|cby Gilbert C. Lozier |aLozier, Gilbert C"
"|aA qualitative study and program evaluation of the partnership between the United States Department of Agriculture and the Hispanic Serving Institutions /|cby Patricia G. Luna |aLuna, Patricia G"
"|aAn analysis of work values of students and graduates from a two-year office administration program /|cby Theresa E. Goldfarb |aGoldfarb, Theresa E"
"|aThe effects of community service as perceived by selected faculty at the University of Cincinnati /|cby Margie Elaine Wells |aWells, Margie Elaine"
"|aAn evaluation of a steady-state visual evoked response-based control /|cby Keith S. Jones |aJones, Keith S"
"|aFactors affecting the co-curricular physical recreational activity levels of college freshmen and the effects of such activity on grade-point average /|cby Michael t. Enderly |aEnderly, Michael T"
"|aThe contribution of cognitive restructuring to the effectiveness of behavior rehearsal in modifying social inhibition in females /|cby Loretta C. Novince |aNovince, Loretta C"
"|aDevelopment and validation of a musculoskeletal risk questionnaire /|cby Libby Lucretia Cole |aCole, Libby Lucretia"
"|aInteractions of Na? and K? with the extracellular surface of the rat ??, ?? and ?? isoforms of the Na,K-ATPase"" /|cby David M. Balshaw |aBalshaw, David M"""
"|aThe toxin of Clostridium oedematiens,|bits production and some of its properties,|cby Patricia J. Perkins |aPerkins, Patricia J"
"|aWittgenstein and the dialectical representation of concepts /|cby Tracy W. Jamison |aJamison, Tracy W"
"|aAn examination of selected songs by Richard Hundley /|cby Lisa A. Cellucci |aCellucci, Lisa A"
"|aComputer simulation and analysis of gear teeth manufacturing processes /|cby Dimitri Mavriplis |aMavriplis, Dimitri"
"|aEl amor en el Cantar de los Cantares de fray Luis de León |aCaminero, Juventino"
"|aBehavioral assessment and assertion training of the elderly /|cby Mark A. Edinberg |aEdinberg, Mark A"
"|aSpouse abuse :|ban exploratory study /|cby Lillian Rogers Daughaday |aDaughaday, Lillian Rogers"
"|aA retrospective study on the effectiveness of a cognitive-behavioral intervention administered to first-time adult theft offenders /|cby Fay Elaine Haygood Tooson |aTooson, Fay Elaine Haygood"
"|aPhysical studies of the lectins from the abrus precatorius plant :|band a comparison of their properties to other lectins /|cby Mary S. Herrmann |aHerrmann, Mary S"
"|aCommingled human skeletal remains :|bwhat's in a number? The implementation of the Lincoln/Petersen Index (LI) as a method of quantification /|cby Karen Lynn Cruse |aCruse, Karen Lynn"
"|aSocio-economic characteristics as criteria for market segmentation in a new-home market;|ba multivariate approach,|cby James Edward Hansz |aHansz, James Edward,|d1941-"
"|aInfluence of local pinning interactions on the flux flow properties of type II superconductors /|cby Fawwaz Nassouh Habbal |aHabbal, Fawwaz Nassouh"
"|aThe aero/acoustic response of finite chord blade rows to circumferential inlet flow distortion in an unsteady, compressible fluid |aSavell, C. Thomas"
"|aThe effect of abstraction and generalization orientation on the creation of concepts,|cby John Carroll Wilson |aWilson, John Carroll"
"|aA continuous review one-warehouse N-retailer stochastic inventory problem |aMurphy, R. A.|q(Richard A.)"
"|aAnxiety reduction in adults undergoing dental treatment /|cby Halina Kramarz Herman |aHerman, Halina Kramarz"
"|aThe impact of U.S. foreign direct investment on Canadian economy /|cby Hamid Shahrestani |aShahrestani, Hamid"
"|aThackeray, a study of his methods of characterization,|cby Gertrude Snow Schroeder |aSchroeder, Gertrude Snow"
"|aThe relationship between counselor trainee empathy and the level of functioning of the counselor trainee's family of origin /|cby Linda S. Lushbaugh |aLushbaugh, Linda S"
"|aIdentification and characterization of epithelial Na/H and Cl/HCO? exchangers /|cby Zhuo Wang |aWang, Zhuo"
"|aAn affair of flutes :|bthe life of Adda Von Bruemmer Bozeman /|cby Carol Adamitis Keim |aKeim, Carol Adamitis"
"|aThe offertory chant :|baspects of chronology and transmission /|cby Rebecca Maloy |aMaloy, Rebecca"
"|aThe synthesis and chemistry of a dehydrosecodine model /|cby Donald J. Burlett |aBurlett, Donald James"
"|aEffects of teaching intervention strategies on originality and elaboration in third, fourth, fifth, and sixth grade gifted students /|cby Marjorie Hauser Templeton |aTempleton, Marjorie Hauser"
"|aA spatial approach to nonlinear vibration analysis /|cby Douglas E. Adams |aAdams, Douglas E"
"|aPreparing preservice teachers to meet the ISTE National Educational Technology Standards :|ba case study of an instructional technology class /|cby Carol M. Dean |aDean, Carol M"
"|aBiochemical and biophysical studies of the tyrosine and tryptophan residues of pancreatic porcine and equine colipase /|cby Jonathan C. McIntyre |aMcIntyre, Jonathan C"
"|aVisiting the music classroom through the use of the case method in the preparation of senior-level music teacher education students :|ba study of reflective judgment /|cby Rowland Mark Bailey |aBailey, Rowland Mark"
"|aThe months of the year portrayed in piano works by Fanny Hensel, Charles-Valentin Alkan, Peter Tchaikovsky, and Judith Lang Zaimont /|cby Katharine Boyes |aBoyes, Katharine"
"|aThe development of the ecobehavioral preschool classroom environment checklist :|bpreliminary technical characteristics /|cby Stephanie A. Stollar |aStollar, Stephanie A"
"|aSpecimens of newspaper literature :|bwith personal memoirs, anecdotes, and reminiscences /|cby Joseph T. Buckingham . |aBuckingham, Joseph T.|q(Joseph Tinker),|d1779-1861"
"|aRewarding brain stimulation :|bthe importance of response contingency and patterns of presentation /|cby Edward Wah-Kwan Tsang |aTsang, Edward Wah-Kwan"
"|aJob placement rates among students in urban secondary vocational health occupations programs /|cby Dennis P. Miller |aMiller, Dennis P"
"|aA multi-objective approach to simultaneous strategic and operational planning in supply chain design /|cby Ehap Hisham Sabri |aSabri, Ehap Hisham"
"|aBioassay procedures for predicting coliform bacterial growth in drinking water /|cby Eugene Ward Rice |aRice, Eugene Ward"
"|aCharacterization of genes for hemostatic factors and their roles in hemostasis /|cby Theodore T. Suh |aSuh, Theodore T"
"|aMothers' perceptions of children's early educational experiences :|ba comparison of children with and without disabilities /|cby Deborah Anania Smith |aSmith, Deborah Anania"
"|aAdaptive control for JIT manufacturing implementation /|cby Edward Ehiabhi Asikele |aAsikele, Edward Ehiabhi"
"|aAdvertising intensity and entry barrier in the product differentiation market /|cby Byoung Jeak Nam |aNam, Byoung Jeak"
"|aBenzo(a)pyrene absorption from the intestinal tract of the rat with emphasis on lymphatic uptake and tissue distribution /|cby John B. Reid |aReid, Jon B"
"|aThe emergence and development of a health alliance :|ba case study /|cby Aviva T. Scheer |aScheer, Aviva T"
"|aApplication of the dispersion formula to long and short period gravity wave models :|btheir transformation among different types of guidance mechanisms with changing periods /|cby Gamini Munasinghe |aMunasinghe, Gamini"
"|aThe response to an intervention among sixth-grade African-American children :|bpotential mediator variables /|cby Marilyn D. Lovett |aLovett, Marilyn D"
"|aAnalysis and modeling of post-breakdown low frequency bulk instabilities in planar gold-doped silicon /|cby Bhaskar L. Mantha |aMantha, Bhaskar"
"|aThermal and molecular effects on solid state behavior of rigid poly (vinylchloride) /|cby Shao-Kuei Thomas Lo |aLo, Shao-Kuei Thomas"
"|aA mass spectrometric approach to peptide sequencing applied to b-lactamase I of bacillus cereus 569/H /|cby Alfred Kornel |aKornel, Alfred"
"|aMagnetic properties of neodymium -- samarium -- cobalt alloys,|cby William Frederick |aFrederick, William George DeMott"
"|aThe generalized signal processing hearing aid /|cby Roger Allen Adelman |aAdelman, Roger Allen"
"|aFamily environments of children whose parental rights have been terminated :|ba descriptive study /|cby Ishbel Lyle Burr |aBurr, Ishbel Lyle"
"|aThe college path of African American males from single-parent female-headed families /|cby Patricia Herzog White |aWhite, Patricia Herzog"
"|aDevelopment of a process for producing porous lithium oxide microspheres for use in fusion reactors /|cby Muthar R. Al-Ubaidi |aAl-Ubaidi, Muthar R"
"|aFollow-up study of twenty-six educationally disadvantaged Negro pupils /|cby Lawrence C. Hawkins |aHawkins, Lawrence C"
"|aThe development and testing of a tool for assessing industrial training delivered in a hands-on mode /|cby Nancy B Lowe |aLowe, Nancy B"
"|aExperimental evaluation of selectivity in industrial type aromatic chlorinations /|cby Avinash N. Patkar |aPatkar, Avinash N"
"|aLa rêverie e(s)t le mal. Entre Rousseau et Hannah Arendt :|bL'education sentimentale de Flaubert /|cby Sophie Champigny |aChampigny, Sophie"
"|aThe Sane Society"" of Bacon and the nineteenth century utopias :|bthe maturation of an ideology /|cby Kerry S. Walters |aWalters, Kerry S"""
"|aBehavioral profiling based high level power estimation methodologies for VLSI ASIC synthesis /|cby Srinivas Katkoori |aKatkoori, Srinivas"
"|aA study of auditory function and speech comprehension in an independent living aged population /|cby Jeannette Fingerman |aFingerman, Jeannette"
"|aThermochemical analysis of binary and ternary solutions,|cby Richard Lester Sharkey |aSharkey, Richard Lester"
"|aChemistry of cobalt hydrocarbonyl:|bthermal decomposition; isomerization and hydrogenation of olefins,|cby John F. Terapane, jr |aTerapane, John F"
"|aStudies on in vitro megakarycoyte [i.e. megakaryocyte] differentiation /|cby Karen M. Hudson |aHudson, Karen M"
"|aManagement characteristics, business strategy, and technology policy :|ban empirical investigation /|cby Harry A. Domicone |aDomicone, Harry A"
"|aA development program for Iran,|cby Yousef Badii |aBadii, Yousef"
"|aMarket influences on technological change /|cby John K. Grow |aGrow, John Kenton"
"|aEffects of an attendance recognition program on employee absenteeism and work attitudes /|cby James Conrad Gerner |aGerner, James Conrad"
"|aHELP: A heuristic logic partitioning tool for VLSI circuit designs /|cby Kenneth H. Kappeler |aKappeler, Kenneth H"
"|aDesign and development of an opto-electronic integrated circuit optical receiver at 1.33 um for use in phased array antennas /|cby Steven Michael Frimel |aFrimel, Steven Michael"
"|aGeneric revision and skeletal morphology of some cerioporid cyclostomes (Bryozoa),|cby Osborne Barr Nye, Jr |aNye, Osborne Barr"
"|aHalide ion affinities of selected Lewis acids,|cby Janet C. Haartz |aHaartz, Janet C"
"|aDynamics of the winter polar upper atmosphere:|buniversal time dependence of the electron density and the peak of the F-layer,|cby Demetrios John Moschandreas |aMoschandreas, Demetrios John"
"|aA status study of the use of and attitude toward health assessment skills among a selected group of master prepared registered nurses /|cby Barbara L. Schare |aSchare, Barbara L"
"|aFate of azo dyes in the environment :|ba physico-chemical basis for stability, bioavailability and partitioning among water, sediment and the biota /|cby Jeffrey Scott Eberhard |aEberhard, Jeffrey Scott"
"|aRespiratory physiology of the wind instrumentalist /|cby Scott A. Nelson |aNelson, Scott A"
"|aCritical normal fracture strain of Portland cement concrete,|cby Donald L. Birkimer |aBirkimer, Donald Leo,|d1941-"
"|aSynthetic studies using 2,4 (3H?, 5 H?) -furandione : Synthesis of a hapten for amitryptyline /|cby Diane Grob Schmidt |aSchmidt, Diane Grob"
"|aThe applicability of James Barber's presidential character model on the examination of successful school requirements /|cby Gerard J. Sasson |aSasson, Gerard J"
"|aLa subversión del discurso autoritario en la narrativa de Cristina Peri Rossi /|cby Carmen Domínquez |aDomínguez, Carmen"
"|aFixed-point characterizations of constraint satisfaction problems and their use in performance verification of VLSI systems /|cby William L. Bradley |aBradley, William L"
"|aThe fetal D1-dopaminergic system of the suprachiasmatic nucleus :|bits role in maternal/fetal entrainment of the circadian timing system /|cby Wendy Noelle Strother |aStrother, Wendy Noelle"
"|aThe fast neutron sputtering of iron at various temperatures,|cby Thomas Strickland Baer |aBaer, Thomas Strickland"
"|aSpectroscopic studies of organic and biological systems /|cby Susan J. Biehle |aBiehle, Susan J"
"|aA perceptual study of the selection of certain school superintendents by boards of education /|cby Harry E. Eastridge |aEastridge, Harry E"
"|aWorks for piano by William Bolcom :|ba study in the development of musical postmodernism /|cby Dan K. McAlexander |aMcAlexander, Dan K"
"|aDevelopment of numerical simulation techniques for performance improvement and noise reduction of hermetic refrigerant compressors /|cby Wei Zhou |aZhou, Wei"
"|aEffects of meal vs. snack type food on subsequent intake, hunger ratings, salivation, and awareness of intake in the obese and nonobese /|cby Donna R. Jackson |aJackson, Donna R"
"|aDifferential effects of substrate depletion upon strips of vascular smooth muscle prepared from aortae and central ear arteries of rabbits /|cby Joseph Fowler Swan |aSwan, Joseph Fowler"
"|aThe associations of socioeconomic status, aptitude and race with academic performance in a liberal arts college,|cby Jerome Abraham Wolfe |aWolfe, Jerome Abraham"
"|aThe influence of obesity on in vivo disposition of drugs /|cby Sanjeev Kaul |aKaul, Sanjeev"
"|aA qualitative study of adults' expectations and interactions with computers used in educational situations /|cby Michael J. Martindale |aMartindale, Michael J"
"|aPsychostimulant treatment of brain injury in children /|cby Sharon E. Williams |aWilliams, Sharon E"
"|aFoucault's theoretical antihumanism :|bhis elimination of the subject from the field of history /|cby Joseph R. Cronin |aCronin, Joseph R"
"|aStudies on the chemistry of gamma-butyrolactones, benzimidazoquinolines and -isoquinolines, and triphenylphosphinarylimines /|cby James Carl Schmidt |aSchmidt, James Carl"
"|aPreparation and characterization of some unusual elastomeric and plastics composites /|cby Guru Sankar Rajan |aRajan, Guru Sankar"
"|aAn assessment of the University of Cincinnati faculty perceptions and knowledge concerning alcohol issues /|cRoland M. Heyne, Sr |aHeyne, Roland M"
"|aClustering mutational spectra via classification likelihood and Markov chain Monte Carlo algorithms /|cMario Medvedovic |aMedvedovic, Mario"
"|aAn investigation of the free-choice writing of kindergarten aged hearing-impaired children /|cby David F. Conway |aConway, David F"
"|aSalue martir spes Anglorum :|bEnglish devotion to Saint George in the Middle Ages  /|cby James B. MacGregor |aMacGregor, James B"
"|aMurray Seasongood :|btwentieth-century urban reformer,|cby William A. Baughin |aBaughin, William A.,|d1928-"
"|aThe isolation from liver and the proof of structure of 2-phospho-4-hydroxy-4-carboxyadipic acid,|cby Robert H. Wagner |aWagner, Robert H"
"|aAn economic analysis of exclusive territories in employee sales agency /|cby Michael Gaubeca |aGaubeca, Michael"
"|aDecision reliability of ADHD-related behaviors :|ba study across instruments and sources /|cby Eunice Jean VanCobb |aVanCobb, Eunice Jean"
"|aA comparison of linkages of a selected business community and a selected vocational education community /|cby Scharleen Walker Graham |aGraham, Scharleen Walker"
"|aA comparison of family assessment measures with Navajo families receiving and not receiving early intervention services /|cby Gwendolyn Wheeler Russell |aRussell, Gwendolyn Wheeler"
"|aModeling of micropyretic thermal wave-front propagation in condensed systems /|cby Lakshmikantha G. Medamaranahally |aMedamaranahally, Lakshmikantha G"
"|aThe Effect of consultation on teachers' problem identification skills /|cby John J. Murphy |aMurphy, John J"
"|aThe intended behavioral application of interpersonal cognitive problem solving skills in children ages ten to twelve /|cby Linda B. Biederman |aBiederman, Linda B"
"|aThe stereochemistry of the oxo reaction,|bsome new cobalt carbonyl complexes,|cby William L. Fichteman |aFichteman, William L"
"|aThe life of Cardinal Wolsey.|cBy George Cavendish, his Gentleman Usher. And Metrical visions, from the original autograph manuscript. With notes and other illustrations, by Samuel Weller Singer |aCavendish, George,|d1500-1561?"
"|aElement specific determination of metal-based drugs and their metabolites /|cby Zheng Zhao |aZhao, Zheng"
"|aFaculty training and development initiatives for effective instruction in distance higher education /|cby Jeanette M Bartley |aBartley, Jeanette M"
"|aEndochronic constitutive equation of finite plasticity with applications /|cby Jiaying Wang |aWang, Jiaying"
"|aTwo Developmental Education programs within a two year technical college :|ba comparison of completion rates /|cby James A. Marcotte |aMarcotte, James A"
"|aEffects of veratridine on the potassium balance of the dog heart-lung preparation /|cby Antonio Morales-Aguilera |aMorales-Aguilera, Antonio"
"|aEffect of chemical surface heterogeneity on the adsorption mechanism of dissolved aromatics on activated carbon with applications in solidification/stabilization processes for hazardous waste treatment /|cby Hassan A. Arafat |aArafat, Hassan A"
"|aWayne B. Wheeler, single issue exponent /|cby Charles Marshall Hogan |aHogan, Charles Marshall"
"|aThe neuropsychological characterization of children of parents with bipolar disorder /|cby Patricia McDonough-Ryan |aMcDonough-Ryan, Patricia"
"|aStudy of human beta-1-A globulin from Cohn fraction supernatant III,2,|cby Edmond Jean Ritter |aRitter, Edmond Jean"
"|aAn analytical framework for project selection in a dynamic environment /|cby Gilbert E. Fox |aFox, Gilbert E"
"|aPreschoolers' learning about food and beverages and its relation to parental food and beverage choices /|cby Virginia A. Reid |aReid, Virginia A"
"|aThe mineralogy and crystal chemistry of manganiferous tourmalines :|blimits of cation substitution in synthetic and natural species /|cby Alex G. Haralampiev |aHaralampiev, Alex G"
"|aIon-exchange chromatographic behavior of the high molecular weight protein properdin,|cby Charles H. Powell |aPowell, Charles H"
"|aAutomatic segmentation and measurement of lesions from brain images /|cby Shan Yu |aYü, Shan"
"|aQuantization of real-valued attributes for data mining /|cby Elizae Qaiser-Dalvi |aQaiser-Dalvi, Elizae"
"|aHealth beliefs and quality of life in postmenopausal women on hormone replacement therapy /|cby Caron A. Sue |aSue, Caron A"
"|aRhodes and the Nesiotic league |aSippel, Donald Vernon"
"|aStudent learning in a chamber music ensemble :|ba study of transfer /|cby Robert Andrew Bononi |aBononi, Robert Andrew"
"|aSynthesis and mechanistic investigations on [alpha]-benzylidene-[gamma]-butyrolactones,|cby William E.J. Schrof |aSchrof, William Ernst John"
"|aCalculation of optimal coordinates for two-dimensional incompressible flow /|cby Rabindra Kumar Rout |aRout, Rabindra Kumar"
"|aAn industrial geography of cocaine /|cby Christian Michael Allen |aAllen, Christian Michael"
"|aThe effect of treatment structure and locus of control on spelling achievement /|cby Janet Debons Waddel |aWaddel, Janet Debons"
"|aResisting landscapes /|cby Virginia V. Slachman |aSlachman, Virginia V"
"|aChromosome studies of pediatric solid tumors before and after  growth in vitro and in nude mice /|cby Marie Linda Workman |aWorkman, Marie Linda"
"|aRegulation of phospholipase A2 by heparin /|cby Mitchell B. Diccianni |aDiccianni, Mitchell B"
"|aThe mechanism of the Fritsch-Buttenberg-Wiechell rearrangement, an [alpha]-elimination,|cby Thuduma Thippeswamy |aThippeswamy, Thuduma"
"|aThe relationship between selected family characteristics perceptions of trauma impact and post-trauma adaptability in families of thermally injured children /|cby Cornelia Ronan Ragiel |aRagiel, Cornelia Ronan"
"|aThe marriage wasteland :|bperceptions of marriage and marriageability among black women /|cSandra Lee Browning |aBrowning, Sandra Lee"
"|aAcoustics in the worship space :|bgoals and strategies /|cby E. Vincent Crist III |aCrist, E. Vincent"
"|aOptimal and near-optimal temporal partitioning techniques for reconfigurable computers /|cby Meenakshi Kaul |aKaul, Meenakshi"
"|aVigilance performance of normals and mental retardates: the effects of age and extraneous stimulation,|cby Frederick Leon Jones |aJones, Frederick Leon"
"|aThe decadent aesthetic in France, 1880-1914 :|bmusical manifestations in the works of Debussy and his contemporaries /|cby Sharon S. Prado |aPrado, Sharon S"
"|aModeling optical waveguide dispersion :|bfour-layer planar, channel, and quantum well structures /|cby William C. Borland |aBorland, William C"
"|aStories of violent men :|bdiscursive construction of offender identities /|cby Lois Presser |aPresser, Lois"
"|aThe concept of meaning in history,""|cby Benjamin Franklin Lewis |aLewis, Benjamin Franklin"""
"|aRegulation of lung morphogenesis :|brole of growth factors-KGF, TGF-?1 and fluid secretion /|cby Lan Zhou |aZhou, Lan"
"|aIdeas of time in Ezra Pound's work,|cby William Ruth Harmon |aHarmon, William,|d1938-"
"|aThe detection of income tax evasion through an analysis of digital distributions /|cby Mark John Nigrini |aNigrini, Mark John"
"|aHigh speed Cine CT reconstruction algorithms using a small number of views /|cby Wen-Ching Liu |aLiu, Wenqing"
"|aInterpretation of pictorially presented social situations by learning disabled and normal children /|cby Rachelle Marie Bruno |aBruno, Rachelle Marie"
"|aA new general method for evaluating the effect of an unsaturated ligand on the transligand in UnPtCl?2L,|cby Paul J. Schmidt |aSchmidt, Paul Joseph"
"|aOptimization and experimental studies of a dual-energy kinestatic charge detector /|cby David C. Spelic |aSpelic, David C"
"|aLeadership as professional practice :|ba naturalistic study of leadership and its development /|cby Allen S. Daniels |aDaniels, Allen S"
"|aInvestigation of numerical conditioning in the frequency domain modal parameter estimation methods /|cby C. Y. Shih |aShih, C. Y"
"|aThe Ha-ras oncogene :|bmechanisms of transformation and genomic instability /|cby Nicholas Charles Denko |aDenko, Nicholas Charles"
"|aPrecipitation estimation and forecasting using radar and rain gage measurements with artificial neural networks /|cby Christos Matsoukas |aMatsoukas, Christos"
"|aInvestigation of optimal reactor control for a load-following PWR /|cby Man-Sung Yim |aYim, Man-Sung"
"|aThe Female grade school teacher and equal rights for women :|ban alternative view on the meaning of education and the organization of the American school /|cby Maureen Elizabeth McCormack |aMcCormack, Maureen Elizabeth"
"|aOral and reading comprehension of superordinate and subordinate information by good and poor readers /|cby Nancy Acra Creaghead |aCreaghead, Nancy Acra"
"|aThe evolution of the zejel from the fourteenth to the sixteenth century /|cby Eleanor Comeau Minkarah |aMinkarah, Eleanor Comeau"
"|aAn annotated bibliography of recent sources on Latin American theater :|bgeneral section, Argentina, Chile, Mexico and Peru /|cby Mark S. Finch |aFinch, Mark Steven"
"|aUniversity of Cincinnati, Department of Anthropology records,|f1972-1990 |aUniversity of Cincinnati.|bDepartment of Anthropology"
"|aDecision making :|bperceptions of academic department chairpersons in business administration in higher education in southwestern Ohio /|cby Edward Eugene Brown |aBrown, Edward Eugene"
"|aSources of academic advice utilized by successful students when making important academic decisions /|cby Richard J. Towner |aTowner, Richard Joseph"
"|aPoems |aGarnett, Richard,|d1835-1906"
"|aMatrix cracking and creep behavior of monolithic zircon and zircon silicon carbide fiber composites /|cby Umashankar Anandakumar |aAnandakumar, Umashankar"
"|aThe solo piano works of Toru Takemitsu :|ba linear/set-theoretic analysis /|cby Timothy V. Koozin |aKoozin, Timothy V"
"|aConflict management and marital satisfaction /|cShelly A. Rooney |aRooney, Shelley A"
"|aEmergency nurses' perceptions of caring for alcohol and trauma patients /|cby Beverly Gilliam Hart |aHart, Beverly Gilliam"
"|aAntidepressant drugs in pathological states /|cby Jerry J. Tasset |aTasset, Jerry J"
"|aGeochemistry and tectonic significance of meta-igneous rocks of the Gneiss Dome Belt, southwestern new England Appalachians /|cby Marzena Chocyk-Jaminski |aChocyk-Jaminski, Marzena"
"|aInnovativeness in American municipal police organizations /|cby William R. King |aKing, William R"
"|aClassification of risk status in preschool screening :|ba comparison of the parenting stress index (PSI), developmental indicators for the assessment of learning-revised (DIAL-R), and screening children for related early educational needs (SCREEN) /|cby John David Hall |aHall, John David"
"|aSynthesis of diamond by plasma enhanced chemical vapor deposition /|cby Jan-Jue Chang |aChang, Jan-Jue"
"|aUse of intimate partner violence services by abused women /|cby Tisha Gangopadhyay |aGangopadhyay, Tisha"
"|aBelles lettres :|ba qualitative study of student-teacher exchange in literary letters /|cby Jeanne Henry |aHenry, Jeanne"
"|aSource characteristics, self-presentation, and adolescents' responses to advertising :|ban identity formation perspective /|cby Pei-San Yu |aYu, Pei-San"
"|aTransnational cooperation :|bnonintegration in the European Community /|cby Winifred E. Nelson |aNelson, Winifred E"
"|aProtocols for optimistic synchronization of mixed-mode simulation /|cby Peter Frey |aFrey, Peter"
"|aThe choral music of Undine Smith Moore /|cby James E. Moore, Jr |aMoore, James E"
"|aPhysical characterization of orosomucoid gene products I and II /|cby Rodney C. Austin |aAustin, Rodney C"
"|aRelationship between the maturation of glomerular blood flow distribution and sodium excretion in the newborn dog,|cby John Henry Reuter |aReuter, John Henry"
"|aPottery at ancient Corinth from mid-sixth to mid-fifth century B. C. /|cby Julie L. Bentz |aBentz, Julie L"
"|aExcited state potential energy surfaces of ethylene-formaldehyde complexes :|ba CNDO/s treatment /|cby Craig E. Moore |aMoore, Craig E"
"|aChanges in teacher problem identification skills immediately and seven weeks following consultation /|cby William G. Knauf |aKnauf, William G"
"|aLes fleurs bleues :|bhermétisme et prototype d'holoroman oulipien /|cby Kevin Roy Hudson |aHudson, Kevin Roy"
"|aChez les noirs :|ba comparative-historical analysis of pidgin and creole languages /|cby Merelyn B. Bates-Mims |aBates-Mims, Merelyn B"
"|aPhysical separation of airborne asbestos fibers by size /|cby Steven A. Haberman |aHaberman, Steven A"
"|aThree dimensional optical tomographic image reconstructions from nevoscope images /|cby Srinath S. Maganti |aMaganti, Srinath S."
"|aThe accedens of armory |aLegh, Gerard,|d-1563"
"|aMusic in the life and works of Christoph Martin Wieland /|cby Ilse Marie van der Bent |aVan der Bent, Ilse Marie"
"|aPrices, macroeconomic policy, and imported inflation under flexible exchange rates :|bThe case of the United States (1973:I - 1980:IV) /|cby Chin-Chyuan Tai |aTai, Chin-Chyuan"
"|aProfessional instructional development needs as perceived by faculty members at selected law colleges /|cby James L. Kerr |aKerr, James L"
"|aPolicymaking in multidimensional trade negotiations :|btesting a modified liberal model"".  Trade-related aspects of intellectual property rights in the Uruguay Round /|cby Maria Helena Almeida Silva Guimarães |aGuimarães, Maria Helena Almeida Silva"""
"|aModelling of swimming dynamics /|cby Hassan Khaledi |aKhaledi, Hassan"
"|aCurrent considerations in the planning, development, evaluation and implications of physicians' ethics curricula within four year U. S. medical schools /|cby Robyn Gabrielle Rodgers-Johnson |aRodgers-Johnson, Robyn Gabrielle"
